Region,Sales Channel,Company/Provider,Category,Segment,Volume Sales (Liters),Avg Price Per Liter (VND),Growth Rate (%),Numeric Distribution (%),Weighted Distribution (%),Out-of-Stock Rate (%),Market Share (%),Share of Shelf (%),Trial Rate (%),Repeat Rate (%),Sales Value (USD),Time,Volume Sales (Raw),Innovation Type
NORTH,Modern Trade,BigCo,TEA,Green Tea,44213,8649,unknown,64.3,66.97,37.39,13.12,16.74,50.12,23.71,100000,2021/11/15,85 kiloliters,New Segment
NORTH,Traditional Trade,BigCo,Soft Drinks,Diet Soda,78910,12187,-2.5,37.73,31.21,12.62,8.63,16.58,71.21,23.29,300000.50,2021/11/15,85 kiloliters,New Flavor
Central,Modern Trade,BigCo,tea,Diet Soda,37649,13073,unknown,59.37,20.54,20.73,3.06,2.6,25.68,33.26,1200000,2021-08-01,70000 liters,New Segment
central,Traditional Trade,FreshDrinks,Water,Flavored Water,64914,14680,-2.5,52.16,72.71,4.12,16.72,19.4,18.47,34.26,500000.0,2021-08-01,70000 liters,Upsize
SOUTH,Traditional Trade,BigCo,WATER,Green Tea,69907,8340,10.5,32.49,27.45,30.33,26.79,2.96,28.23,31.08,100000,2020-12,85 kiloliters,Completely New
SOUTH,Traditional Trade,MegaBeverages,Water,Flavored Water,30635,12186,15.0,39.57,25.76,5.19,20.59,23.67,44.73,46.19,300000.50,August 2021,70000 liters,Downsize
CENTRAL,Traditional Trade,MegaBeverages,water,Sparkling Water,44052,24716,15.0,83.48,20.19,41.8,8.24,21.26,59.07,22.83,100000,August 2021,85000 liters,Downsize
Central,Traditional Trade,SmallBrand,TEA,Herbal Tea,85266,14232,0,31.26,50.28,40.73,17.63,33.92,51.61,30.41,300000.50,August 2021,70000 liters,Upsize
north,Traditional Trade,BigCo,TEA,Flavored Water,27406,17670,15.0,95.4,55.23,26.68,28.35,24.11,32.69,33.45,100000,2022-03,85000 liters,New Segment
Central,Traditional Trade,BigCo,SOFT DRINKS,Herbal Tea,70892,17657,0,36.05,64.64,7.06,21.96,14.29,25.25,34.55,500000.0,2021-08-01,85000 liters,Upsize
South,Traditional Trade,BigCo,Tea,Green Tea,59570,15851,15.0,85.95,40.72,1.28,20.99,21.62,37.06,24.49,500000.0,2020-12,70000 liters,New Flavor
North,Traditional Trade,SmallBrand,Tea,Sparkling Water,50421,14435,-2.5,92.9,69.73,39.84,29.08,28.59,50.8,32.31,100000,2020-12,85 kiloliters,Downsize
SOUTH,Modern Trade,FreshDrinks,TEA,Green Tea,86350,12909,10.5,95.88,31.85,30.01,24.17,5.57,43.98,45.49,100000,August 2021,85000 liters,Repackage
North,Modern Trade,BigCo,Soft Drinks,Sparkling Water,66929,9423,10.5,90.72,78.24,35.55,4.96,25.6,39.91,36.34,string_value,2022-03,70000 liters,New Flavor
central,Traditional Trade,BigCo,water,Sparkling Water,35099,10501,10.5,50.13,60.03,15.19,11.08,36.83,47.64,47.42,100000,2022-03,70 kiloliters,New Flavor
south,Modern Trade,BigCo,TEA,Herbal Tea,30437,15519,-2.5,53.32,60.87,25.47,28.99,13.37,57.66,35.55,100000,August 2021,85 kiloliters,Downsize
north,Traditional Trade,BigCo,soft drinks,Green Tea,57460,15567,5.0,59.86,34.68,37.36,15.2,25.81,58.5,26.94,500000.0,August 2021,70 kiloliters,Repackage
north,Traditional Trade,SmallBrand,soft drinks,Green Tea,84711,18593,15.0,39.75,25.19,23.13,4.24,33.21,63.9,23.13,100000,2021-08-01,85000 liters,New Flavor
Central,Modern Trade,FreshDrinks,Soft Drinks,Flavored Water,57593,13836,0,31.56,52.53,30.07,14.3,21.45,23.3,37.44,1200000,2022-03,70 kiloliters,Completely New
central,Traditional Trade,MegaBeverages,Water,Green Tea,87667,18426,5.0,90.84,63.09,39.49,21.21,29.28,44.36,49.32,100000,2020-12,70000 liters,Completely New
central,Traditional Trade,TinyStartups,TEA,Flavored Water,74223,18837,5.0,68.79,26.65,10.76,29.93,13.82,70.17,26.39,string_value,August 2021,85 kiloliters,New Flavor
South,Modern Trade,BigCo,soft drinks,Diet Soda,73147,13432,0,72.61,86.54,3.3,10.39,13.63,29.43,39.46,300000.50,2021-08-01,85000 liters,New Flavor
North,Modern Trade,FreshDrinks,Water,Diet Soda,43225,14760,10.5,94.89,88.63,26.59,15.91,27.37,37.83,27.92,500000.0,2020-12,70000 liters,New Segment
CENTRAL,Traditional Trade,TinyStartups,soft drinks,Diet Soda,42570,10473,15.0,76.56,58.18,3.11,26.51,28.81,19.15,18.39,1200000,2022-03,85 kiloliters,Completely New
South,Modern Trade,MegaBeverages,Soft Drinks,Green Tea,24702,11620,10.5,78.36,86.5,38.33,11.3,37.61,51.27,43.3,300000.50,August 2021,85000 liters,New Segment
South,Modern Trade,FreshDrinks,soft drinks,Green Tea,61180,14241,-2.5,85.09,32.56,35.96,4.17,10.54,52.33,42.07,1200000,August 2021,85000 liters,Upsize
SOUTH,Traditional Trade,BigCo,SOFT DRINKS,Flavored Water,83137,8860,10.5,38.14,21.78,44.09,28.52,19.79,66.53,41.78,500000.0,2021-08-01,85000 liters,New Flavor
CENTRAL,Modern Trade,BigCo,Soft Drinks,Sparkling Water,109576,9693,15.0,55.21,22.76,31.98,15.16,11.52,33.41,46.7,string_value,2021-08-01,85000 liters,Upsize
Central,Modern Trade,BigCo,WATER,Flavored Water,29535,23512,-2.5,97.77,61.13,3.36,15.58,5.04,32.62,47.15,500000.0,2022-03,70 kiloliters,Downsize
NORTH,Traditional Trade,MegaBeverages,tea,Diet Soda,109173,14340,10.5,94.61,24.31,12.66,19.01,17.32,43.07,23.38,1200000,August 2021,70 kiloliters,Upsize
north,Modern Trade,FreshDrinks,tea,Flavored Water,23851,17335,10.5,91.89,87.1,40.4,1.1,16.22,36.59,46.54,1200000,2021-08-01,70 kiloliters,Downsize
Central,Modern Trade,SmallBrand,TEA,Sparkling Water,81080,12890,5.0,61.65,29.94,8.36,28.0,12.28,65.62,25.76,500000.0,August 2021,85000 liters,New Flavor
SOUTH,Traditional Trade,FreshDrinks,tea,Green Tea,109323,16783,0,90.0,41.33,34.92,11.48,13.29,24.15,31.17,100000,2022-03,70 kiloliters,Upsize
SOUTH,Traditional Trade,TinyStartups,Water,Flavored Water,85352,11969,15.0,33.39,77.58,39.01,12.51,15.7,76.53,24.41,500000.0,August 2021,85 kiloliters,New Flavor
SOUTH,Traditional Trade,TinyStartups,Water,Diet Soda,45319,16108,5.0,40.4,35.31,16.51,6.05,39.58,31.74,37.31,string_value,2020-12,85000 liters,New Flavor
NORTH,Modern Trade,BigCo,water,Diet Soda,81450,20267,5.0,58.98,37.01,16.11,11.97,31.75,21.92,44.0,500000.0,August 2021,85 kiloliters,Repackage
South,Traditional Trade,MegaBeverages,soft drinks,Green Tea,61012,16257,5.0,63.84,64.96,27.89,24.31,4.71,71.55,35.3,300000.50,2021/11/15,85 kiloliters,New Flavor
NORTH,Traditional Trade,BigCo,soft drinks,Flavored Water,24025,26941,-2.5,48.45,39.33,43.06,24.2,35.15,41.1,35.14,100000,2021/11/15,70 kiloliters,Downsize
NORTH,Modern Trade,FreshDrinks,soft drinks,Sparkling Water,55426,18037,15.0,54.95,35.22,11.2,28.14,26.07,50.15,44.52,300000.50,2022-03,85000 liters,New Flavor
SOUTH,Traditional Trade,SmallBrand,Tea,Green Tea,57931,16797,5.0,41.39,37.79,47.06,12.69,35.84,68.61,45.72,500000.0,2022-03,70 kiloliters,New Flavor
south,Traditional Trade,BigCo,Soft Drinks,Flavored Water,66010,7961,-2.5,64.24,54.35,29.96,21.55,14.98,48.47,41.25,100000,2022-03,70 kiloliters,Upsize
central,Traditional Trade,FreshDrinks,tea,Herbal Tea,35973,21095,-2.5,85.57,87.63,49.61,15.71,19.65,39.75,31.15,300000.50,2020-12,70 kiloliters,New Flavor
Central,Traditional Trade,FreshDrinks,SOFT DRINKS,Diet Soda,70431,15165,0,76.3,78.26,4.48,24.32,36.06,55.58,27.72,300000.50,2020-12,85000 liters,New Flavor
South,Modern Trade,MegaBeverages,TEA,Sparkling Water,38878,11733,0,37.55,39.92,6.33,21.66,12.36,32.01,48.39,100000,August 2021,85000 liters,Repackage
north,Traditional Trade,MegaBeverages,Soft Drinks,Sparkling Water,87647,17868,15.0,64.13,45.44,41.33,11.67,36.79,31.97,24.16,100000,2021-08-01,70 kiloliters,New Flavor
north,Traditional Trade,MegaBeverages,SOFT DRINKS,Sparkling Water,50378,13923,-2.5,78.84,52.52,43.24,10.76,33.48,58.46,27.44,1200000,2021/11/15,85 kiloliters,New Flavor
NORTH,Modern Trade,BigCo,water,Diet Soda,86541,12888,10.5,67.09,88.53,22.27,8.32,39.26,26.97,20.58,100000,2021/11/15,85 kiloliters,Repackage
NORTH,Traditional Trade,BigCo,SOFT DRINKS,Flavored Water,40061,17714,15.0,57.42,32.07,35.7,17.72,14.32,46.64,33.03,500000.0,2021/11/15,85000 liters,New Flavor
north,Modern Trade,BigCo,Soft Drinks,Green Tea,39690,14674,5.0,73.53,45.02,43.38,28.95,10.96,47.22,20.45,string_value,August 2021,70000 liters,New Segment
Central,Modern Trade,MegaBeverages,water,Flavored Water,77776,19283,10.5,97.8,71.06,2.16,6.8,14.57,37.48,43.75,1200000,August 2021,70 kiloliters,New Flavor
south,Modern Trade,BigCo,tea,Green Tea,80949,14470,5.0,36.64,87.48,28.7,3.76,38.28,35.54,38.1,100000,2022-03,70 kiloliters,New Flavor
Central,Traditional Trade,TinyStartups,Water,Sparkling Water,37704,29045,15.0,57.3,30.9,42.67,4.46,14.66,37.61,46.15,string_value,2021-08-01,70000 liters,Downsize
north,Modern Trade,MegaBeverages,WATER,Flavored Water,69965,18663,10.5,58.46,35.92,19.91,23.71,23.48,77.97,44.75,1200000,2022-03,85000 liters,Completely New
NORTH,Modern Trade,FreshDrinks,Tea,Sparkling Water,55080,19420,5.0,70.39,35.8,15.12,11.15,17.34,74.07,42.36,500000.0,August 2021,85 kiloliters,New Flavor
North,Modern Trade,MegaBeverages,Soft Drinks,Herbal Tea,68254,5823,5.0,40.65,21.47,39.79,7.51,17.06,29.27,31.93,string_value,2020-12,85000 liters,Upsize
NORTH,Traditional Trade,MegaBeverages,TEA,Sparkling Water,58620,10930,unknown,42.37,62.29,16.79,11.23,9.35,36.84,20.36,100000,2022-03,85 kiloliters,New Flavor
south,Traditional Trade,SmallBrand,soft drinks,Sparkling Water,88926,19169,10.5,49.98,66.95,0.16,19.71,22.41,73.44,21.84,100000,August 2021,85 kiloliters,New Flavor
North,Traditional Trade,BigCo,SOFT DRINKS,Green Tea,99860,15943,15.0,96.91,62.18,47.98,16.86,34.28,59.89,23.42,500000.0,August 2021,85000 liters,Completely New
South,Traditional Trade,BigCo,TEA,Herbal Tea,55305,19606,15.0,81.39,24.99,29.61,22.56,3.88,68.14,37.72,1200000,2020-12,70 kiloliters,New Flavor
North,Traditional Trade,FreshDrinks,water,Sparkling Water,32332,13632,10.5,76.32,24.85,40.98,10.83,35.79,30.83,22.01,string_value,2020-12,70 kiloliters,Repackage
SOUTH,Traditional Trade,BigCo,tea,Sparkling Water,86472,16197,15.0,87.19,34.73,41.27,14.11,27.29,34.23,46.41,500000.0,2020-12,70 kiloliters,New Flavor
central,Traditional Trade,BigCo,Soft Drinks,Herbal Tea,55343,18421,15.0,38.93,40.32,3.32,3.96,25.44,56.64,24.77,1200000,2021-08-01,85 kiloliters,Repackage
NORTH,Modern Trade,MegaBeverages,TEA,Herbal Tea,23563,13833,5.0,90.15,75.06,8.54,3.12,25.78,34.52,49.52,300000.50,August 2021,70 kiloliters,Downsize
South,Modern Trade,BigCo,tea,Flavored Water,53481,17244,-2.5,71.64,31.16,15.56,14.41,13.26,43.86,33.27,300000.50,2020-12,85 kiloliters,Repackage
CENTRAL,Modern Trade,MegaBeverages,SOFT DRINKS,Green Tea,38213,10747,0,53.47,23.09,16.03,9.75,17.78,60.87,39.41,1200000,2021-08-01,70 kiloliters,New Flavor
North,Modern Trade,BigCo,WATER,Herbal Tea,52275,18507,5.0,87.11,47.58,32.94,18.77,32.37,51.38,23.55,100000,2021/11/15,85000 liters,New Segment
NORTH,Traditional Trade,TinyStartups,tea,Herbal Tea,24385,18008,10.5,86.18,49.15,31.16,2.25,13.64,70.5,42.55,100000,2021/11/15,70000 liters,Downsize
north,Modern Trade,FreshDrinks,soft drinks,Diet Soda,38815,15696,0,89.2,51.56,24.73,4.53,19.86,50.48,28.42,300000.50,2021/11/15,85 kiloliters,Downsize
SOUTH,Modern Trade,FreshDrinks,SOFT DRINKS,Herbal Tea,57377,21196,-2.5,38.09,77.88,10.56,26.09,2.75,53.62,48.27,100000,August 2021,85000 liters,Repackage
SOUTH,Modern Trade,FreshDrinks,tea,Green Tea,37235,21563,10.5,97.86,26.86,19.1,17.42,29.88,49.7,41.24,100000,2021-08-01,85 kiloliters,Downsize
CENTRAL,Modern Trade,TinyStartups,WATER,Sparkling Water,52702,14213,-2.5,97.17,69.28,27.18,21.65,17.87,46.75,36.63,1200000,2021-08-01,85 kiloliters,Repackage
SOUTH,Traditional Trade,BigCo,tea,Sparkling Water,114724,9736,5.0,55.02,43.66,23.4,25.42,21.96,21.76,28.0,1200000,2021/11/15,85000 liters,Upsize
south,Traditional Trade,TinyStartups,Water,Sparkling Water,44816,15480,15.0,34.61,41.7,6.36,14.45,6.36,26.92,41.16,100000,2022-03,70 kiloliters,Downsize
North,Traditional Trade,FreshDrinks,water,Sparkling Water,70685,14097,5.0,41.69,85.28,32.48,23.07,39.69,31.54,35.31,1200000,2021/11/15,85 kiloliters,Repackage
North,Modern Trade,FreshDrinks,WATER,Diet Soda,68240,24346,10.5,99.5,37.39,3.65,16.21,13.49,38.15,48.88,string_value,August 2021,70000 liters,New Flavor
North,Traditional Trade,MegaBeverages,water,Herbal Tea,129405,10088,-2.5,69.41,64.98,18.91,7.46,26.13,53.93,44.71,300000.50,2021/11/15,70000 liters,Upsize
north,Modern Trade,BigCo,TEA,Sparkling Water,69796,17244,5.0,54.96,39.26,35.5,10.79,24.09,38.1,29.25,string_value,2021/11/15,85000 liters,Completely New
north,Traditional Trade,MegaBeverages,soft drinks,Flavored Water,56346,11564,10.5,50.17,55.5,1.0,15.22,31.83,21.92,38.03,string_value,2021-08-01,70000 liters,Upsize
NORTH,Traditional Trade,FreshDrinks,SOFT DRINKS,Sparkling Water,51763,11234,-2.5,47.99,75.04,28.5,10.19,13.17,66.29,42.57,100000,2021/11/15,85000 liters,New Flavor
north,Traditional Trade,BigCo,SOFT DRINKS,Herbal Tea,107394,12459,15.0,76.49,81.72,16.73,10.73,30.73,34.27,41.75,100000,2020-12,85000 liters,Upsize
Central,Traditional Trade,FreshDrinks,soft drinks,Sparkling Water,48833,9447,unknown,59.36,78.71,0.44,10.78,16.54,35.74,45.37,string_value,2020-12,85 kiloliters,Repackage
central,Traditional Trade,BigCo,SOFT DRINKS,Diet Soda,51108,16781,-2.5,97.58,60.75,9.52,4.56,17.62,75.25,15.4,string_value,2022-03,85000 liters,Completely New
Central,Modern Trade,BigCo,Soft Drinks,Green Tea,112527,14873,5.0,77.87,37.42,47.05,3.45,27.56,34.59,22.82,500000.0,August 2021,85000 liters,Completely New
central,Traditional Trade,BigCo,Tea,Green Tea,51180,15980,10.5,85.44,66.29,26.06,2.35,31.8,44.91,49.26,500000.0,August 2021,70 kiloliters,Downsize
north,Modern Trade,BigCo,water,Herbal Tea,37979,23296,5.0,50.49,69.69,49.86,4.22,27.34,71.49,34.17,300000.50,2021-08-01,85 kiloliters,Downsize
Central,Modern Trade,MegaBeverages,SOFT DRINKS,Green Tea,34757,17158,5.0,35.54,20.75,26.24,10.97,36.2,50.42,40.73,string_value,August 2021,70000 liters,New Flavor
North,Modern Trade,BigCo,TEA,Green Tea,56361,21724,15.0,64.15,50.74,27.2,18.22,12.84,27.42,28.77,1200000,2022-03,70 kiloliters,New Flavor
