Region,Sales Channel,Company/Provider,Category,Segment,Volume Sales (Liters),Avg Price Per Liter (VND),Growth Rate (%),Numeric Distribution (%),Weighted Distribution (%),Out-of-Stock Rate (%),Market Share (%),Share of Shelf (%),Trial Rate (%),Repeat Rate (%),Sales Value (USD),Time,Volume Sales
CENTRAL URBAN,Modern Trade,URZ,Water,Great Aqua,80000,9922,unknown,75,80,6.0,20,30,45,35,33073.33,2021-01-01 00:00:00,80.0 kiloliters
south urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,150000,8864,8,95,98,3.0,35,45,60,50,55400.0,2022-04-01 00:00:00,150.0 kiloliters
central rural,Traditional Trade,URZ,SNACK DRINKS,CeeTwo Light,50000,N/A,6,65,70,7.0,15,25,40,30,18850.0,nan,50.0 kiloliters
central urban,Modern Trade,Vinalac,Milk Tea,Vinalac Tea,N/A,8477,4,75,80,6.0,20,30,45,35,28256.67,,N/A
north rural,Traditional Trade,URZ,Juices,URZ Fresh,100000,8713,unknown,80,85,5.0,25,35,50,40,36304.17,2024-10-01 00:00:00,100.0 kiloliters
CENTRAL URBAN,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,NULL,80000 liters
central urban,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2024-11-01 00:00:00,80000 liters
CENTRAL URBAN,Modern Trade,Cora Cale,Juices,Pure Juice,80000,8048,N/A,75,80,6.0,20,30,45,35,26826.67,2022-03-01 00:00:00,80.0 kiloliters
CENTRAL URBAN,Modern Trade,Tran Hip Pat,Juices,THP Fresh,80000,8438,unknown,75,80,6.0,20,30,45,35,28126.67,2024-05-01 00:00:00,80.0 kiloliters
central rural,Traditional Trade,URZ,Snack Drinks,CeeTwo Light,50000,9048,6,65,70,7.0,15,25,40,30,18850.0,October 2022,50000 liters
NORTH RURAL,Traditional Trade,Sentry Pepso,Water,Aquavena,100000,8570,unknown,80,85,5.0,25,35,50,40,35708.33,October 2021,100.0 kiloliters
NULL,Traditional Trade,Cora Cale,ENERGY DRINKS,Energy Boost,50000,9715,6,65,70,7.0,15,25,40,30,20239.58,2020-09-01 00:00:00,50.0 kiloliters
south rural,Traditional Trade,URZ,WATER,Great Elite,70000,9991,3,70,75,6.0,20,30,50,40,29140.42,2023-12-01 00:00:00,70000 liters
NORTH URBAN,Modern Trade,Cora Cale,Carbonated Soft Drinks,Lite Soda,N/A,8115,5,90,95,4.0,30,40,55,45,40575.0,2024-04-01 00:00:00,N/A liters
central urban,Modern Trade,Tran Hip Pat,JUICES,THP Fresh,80000,8438,4,75,80,58.91958560974374,20,30,45,35,28126.67,2024-04-01 00:00:00,80.0 kiloliters
south rural,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,3,70,75,6.0,20,30,50,40,23423.75,2024-04-01 00:00:00,70000 liters
CENTRAL URBAN,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,NULL,80.0 kiloliters
NORTH URBAN,Modern Trade,Cora Cale,Carbonated Soft Drinks,Lite Soda,N/A,8115,5,90,95,4.0,30,40,55,45,40575.0,2022-06-01 00:00:00,N/A
SOUTH RURAL,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,3,70,75,6.0,20,30,50,40,23423.75,October 2021,70000 liters
central urban,Modern Trade,Vinalac,Milk Tea,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,2024-02-01 00:00:00,80.0 kiloliters
CENTRAL URBAN,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,nan,4,75,80,6.0,20,30,45,35,26996.67,2024-08-01 00:00:00,80.0 kiloliters
central urban,Modern Trade,URZ,Water,Great Aqua,80000,9922,unknown,75,80,6.0,20,30,45,35,33073.33,2023-10-01 00:00:00,80.0 kiloliters
null,Traditional Trade,Cora Cale,Water,Flavored Aqua,100000,8815,7,80,85,5.0,25,35,50,40,,2022-12-01 00:00:00,100.0 kiloliters
central urban,Modern Trade,Sentry Pepso,JUICES,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,2020-06-01 00:00:00,80000 liters
,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,150000,8864,unknown,95,98,3.0,35,45,60,50,55400.0,2022-08-01 00:00:00,150000 liters
N/A,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,nan,,NULL,95,98,3.0,35,45,60,50,60806.25,2020-06-01 00:00:00,nan liters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,NULL,70000 liters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,unknown,70,75,6.0,20,30,50,40,nan,January 2021,70000 liters
north rural,Traditional Trade,Sentry Pepso,WATER,Aquavena,100000,8570,NULL,80,85,5.0,25,35,50,40,35708.33,2023-01-01 00:00:00,100000 liters
NORTH URBAN,Modern Trade,Vinalac,MILK,Vinalac Pure,NULL,8838,unknown,90,95,4.0,30,40,55,45,44190.0,2022-02-01 00:00:00,NULL
central rural,Traditional Trade,Tran Hip Pat,HERBAL TEA,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,2023-03-01 00:00:00,50.0 kiloliters
south urban,Modern Trade,URZ,,URZ Prime,N/A,9958,8,95,98,3.0,35,45,60,50,62237.5,2020-03-01 00:00:00,N/A liters
north rural,Traditional Trade,Vinalac,Yogurt Drinks,Probee,100000,9536,,80,85,5.0,25,35,50,40,39733.33,July 2020,100000 liters
CENTRAL URBAN,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,June 2022,80000 liters
CENTRAL RURAL,Traditional Trade,URZ,SNACK DRINKS,CeeTwo Light,50000,9048,6,65,70,7.0,15,25,40,30,18850.0,2023-07-01 00:00:00,50.0 kiloliters
south urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Classic Soda,150000,9339,8,95,98,3.0,35,45,60,50,58368.75,2023-01-01 00:00:00,150000 liters
,Modern Trade,Tran Hip Pat,Juices,THP Fresh,80000,8438,4,75,80,6.0,20,30,45,35,28126.67,January 2024,80000 liters
NORTH RURAL,Traditional Trade,Cora Cale,WATER,Flavored Aqua,100000,8815,unknown,80,85,5.0,25,35,50,40,36729.17,NULL,100.0 kiloliters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,nan,70000 liters
SOUTH RURAL,Traditional Trade,Vinalac,MILK TEA,Vinalac Prime Tea,70000,9655,unknown,70,75,76.9595809873659,20,30,50,40,28160.42,2022-11-01 00:00:00,70.0 kiloliters
south urban,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,2021-07-01 00:00:00,150000 liters
central rural,Traditional Trade,Vinalac,MILK,Vinalac Sweet,50000,9362,unknown,65,70,7.0,15,25,40,30,19504.17,2022-06-01 00:00:00,50000 liters
n/a,Traditional Trade,URZ,Water,Great Elite,70000,9991,unknown,70,75,6.0,20,30,50,40,29140.42,2023-07-01 00:00:00,70.0 kiloliters
SOUTH URBAN,Modern Trade,URZ,Juices,URZ Prime,150000,9958,8,95,98,3.0,35,45,60,50,62237.5,nan,150.0 kiloliters
north rural,Traditional Trade,Vinalac,YOGURT DRINKS,Probee,N/A,9536,unknown,80,85,5.0,25,35,50,40,39733.33,nan,N/A
north rural,Traditional Trade,Tran Hip Pat,Energy Drinks,Numba One,N/A,9520,unknown,80,85,5.0,25,35,50,40,,November 2021,N/A liters
CENTRAL URBAN,Modern Trade,URZ,WATER,Great Aqua,80000,9922,unknown,75,80,6.0,20,30,45,35,NULL,April 2021,80.0 kiloliters
south rural,Traditional Trade,URZ,Null,Great Elite,70000,9991,3,70,75,65.84539339537692,20,30,50,40,29140.42,2022-03-01 00:00:00,70.0 kiloliters
,Modern Trade,Tran Hip Pat,HERBAL TEA,Dr Tien,120000,8758,5,90,95,4.0,30,40,55,45,43790.0,January 2021,120000 liters
NORTH RURAL,Traditional Trade,Cora Cale,N/A,Flavored Aqua,,8815,7,80,85,5.0,25,35,50,40,36729.17,2024-10-01 00:00:00,
n/a,Modern Trade,Tran Hip Pat,Herbal Tea,Dr Tien,120000,8758,5,90,95,62.718017326253786,30,40,55,45,,2020-03-01 00:00:00,120000 liters
central rural,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,50000,9715,6,65,70,7.0,15,25,40,30,20239.58,2023-02-01 00:00:00,50000 liters
n/a,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,8,95,98,3.0,35,45,60,50,60806.25,2023-06-01 00:00:00,150.0 kiloliters
central urban,Modern Trade,Sentry Pepso,JUICES,Tropicola,N/A,8099,unknown,75,80,6.0,20,30,45,35,26996.67,2023-12-01 00:00:00,N/A
south urban,Modern Trade,URZ,Juices,URZ Prime,N/A,9958,8,95,98,3.0,35,45,60,50,,2020-08-01 00:00:00,N/A
central urban,Modern Trade,Tran Hip Pat,JUICES,THP Fresh,80000,8438,4,75,80,6.0,20,30,45,35,28126.67,2021-04-01 00:00:00,80.0 kiloliters
NULL,Modern Trade,Tran Hip Pat,Energy Drinks,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,nan,2023-11-01 00:00:00,150.0 kiloliters
central rural,Traditional Trade,URZ,Snack Drinks,CeeTwo Light,50000,9048,unknown,65,70,7.0,15,25,40,30,18850.0,2022-10-01 00:00:00,50000 liters
NORTH RURAL,Traditional Trade,Cora Cale,Water,Flavored Aqua,100000,8815,7,80,85,5.0,25,35,50,40,36729.17,May 2021,100.0 kiloliters
south urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,150000,8864,unknown,95,98,3.0,35,45,60,50,55400.0,,150.0 kiloliters
NORTH RURAL,Traditional Trade,Tran Hip Pat,ENERGY DRINKS,Numba One,100000,9520,7,80,85,5.0,25,35,50,40,39666.67,2020-08-01 00:00:00,100.0 kiloliters
south rural,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,3,70,75,6.0,20,30,50,40,N/A,May 2023,70.0 kiloliters
NORTH URBAN,Modern Trade,URZ,Snack Drinks,CeeTwo,120000,9010,unknown,90,95,4.0,30,40,55,45,45050.0,2023-11-01 00:00:00,120000 liters
central urban,Modern Trade,Cora Cale,JUICES,Pure Juice,80000,8048,N/A,75,80,6.0,20,30,45,35,26826.67,2020-09-01 00:00:00,80.0 kiloliters
central urban,Traditional Trade,Small Co C,SNACK DRINKS,Energy Snap,32307,9698,-10,14,17,6.0,4,3,29,18,2627.7,2022-02-01 00:00:00,32307 liters
south rural,Traditional Trade,URZ,Water,Great Elite,70000,9991,3,70,75,6.0,20,30,50,40,29140.42,N/A,70000 liters
CENTRAL RURAL,Traditional Trade,URZ,Snack Drinks,CeeTwo Light,,9048,6,65,70,7.0,15,25,40,30,18850.0,2020-07-01 00:00:00,
NORTH URBAN,Modern Trade,Vinalac,MILK,Vinalac Pure,120000,8838,5,90,95,4.0,30,40,55,45,NULL,September 2021,120.0 kiloliters
CENTRAL RURAL,Traditional Trade,Vinalac,MILK,Vinalac Sweet,50000,9362,unknown,65,70,7.0,15,25,40,30,19504.17,2024-06-01 00:00:00,50000 liters
SOUTH URBAN,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,NULL,95,98,3.0,35,45,60,50,60806.25,January 2020,150000 liters
north rural,Traditional Trade,Tran Hip Pat,Energy Drinks,Numba One,100000,9520,7,80,85,5.0,25,35,50,40,39666.67,August 2021,100.0 kiloliters
CENTRAL RURAL,Traditional Trade,URZ,Snack Drinks,CeeTwo Light,50000,9048,unknown,65,70,7.0,15,25,40,30,18850.0,2024-12-01 00:00:00,50.0 kiloliters
south urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Classic Soda,,9339,NULL,95,98,3.0,35,45,60,50,,2022-08-01 00:00:00, liters
north urban,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,unknown,90,95,4.0,30,40,55,45,43010.0,2020-11-01 00:00:00,120.0 kiloliters
north rural,Traditional Trade,Cora Cale,NAN,Flavored Aqua,100000,8815,unknown,80,85,83.49549842298991,25,35,50,40,N/A,2024-03-01 00:00:00,100000 liters
south urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Classic Soda,150000,9339,8,95,98,3.0,35,45,60,50,58368.75,2024-04-01 00:00:00,150000 liters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,N/A,70,75,6.0,20,30,50,40,N/A,April 2020,70.0 kiloliters
null,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,NULL,8602,unknown,90,95,4.0,30,40,55,45,43010.0,2022-09-01 00:00:00,NULL
NORTH URBAN,Modern Trade,Cora Cale,Carbonated Soft Drinks,Lite Soda,120000,8115,unknown,90,95,4.0,30,40,55,45,40575.0,2021-08-01 00:00:00,120000 liters
north urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Lite Soda,120000,8115,5,90,95,4.0,30,40,55,45,40575.0,July 2020,120.0 kiloliters
NORTH RURAL,Traditional Trade,Tran Hip Pat,Null,Numba One,100000,9520,unknown,80,85,5.0,25,35,50,40,39666.67,August 2024,100.0 kiloliters
south rural,Modern Trade,Small Co A,HERBAL TEA,Fizz Delight,19701,nan,unknown,11,33,19.0,5,2,21,12,2765.84,May 2021,19701 liters
central rural,Traditional Trade,Sentry Pepso,ENERGY DRINKS,Boostade,50000,9919,unknown,65,70,7.0,15,25,40,30,20664.58,March 2022,50000 liters
south urban,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,nan,9729,8,95,98,3.0,35,45,60,50,60806.25,,nan liters
NAN,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,3,70,75,64.7764772592526,20,30,50,40,23423.75,2022-07-01 00:00:00,70000 liters
N/A,Traditional Trade,Vinalac,MILK TEA,Vinalac Prime Tea,70000,9655,unknown,70,75,6.0,20,30,50,40,28160.42,March 2024,70000 liters
NORTH URBAN,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Lite Soda,120000,8115,5,90,95,4.0,30,40,55,45,40575.0,2025-01-01 00:00:00,120.0 kiloliters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,January 2022,50000 liters
CENTRAL RURAL,Traditional Trade,Vinalac,Milk,Vinalac Sweet,50000,9362,6,65,70,7.0,15,25,40,30,19504.17,2024-02-01 00:00:00,50.0 kiloliters
SOUTH URBAN,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,150000,8864,8,95,98,3.0,35,45,60,50,55400.0,March 2022,150000 liters
south urban,Traditional Trade,Small Co C,YOGURT DRINKS,Energy Snap,14181,8501,unknown,50,26,6.0,5,9,30,14,3641.52,N/A,14.181 kiloliters
NULL,Traditional Trade,Sentry Pepso,WATER,Aquavena,100000,N/A,7,80,85,5.0,25,35,50,40,N/A,September 2024,100000 liters
north urban,Modern Trade,Tran Hip Pat,Herbal Tea,Dr Tien,120000,NULL,5,90,95,4.0,30,40,55,45,43790.0,2024-07-01 00:00:00,120.0 kiloliters
CENTRAL RURAL,Traditional Trade,Cora Cale,ENERGY DRINKS,Energy Boost,50000,9715,unknown,65,70,7.0,15,25,40,30,20239.58,2023-09-01 00:00:00,50.0 kiloliters
north urban,Modern Trade,URZ,Snack Drinks,CeeTwo,120000,9010,unknown,90,95,4.0,30,40,55,45,45050.0,2021-03-01 00:00:00,120000 liters
NORTH URBAN,Modern Trade,URZ,SNACK DRINKS,CeeTwo,120000,9010,5,90,95,4.0,30,40,55,45,45050.0,2024-08-01 00:00:00,120.0 kiloliters
south rural,Traditional Trade,URZ,WATER,Great Elite,70000,9991,3,70,75,6.0,20,30,50,40,29140.42,2022-07-01 00:00:00,70.0 kiloliters
south rural,Traditional Trade,Vinalac,Milk Tea,Vinalac Prime Tea,N/A,9655,3,70,75,6.0,20,30,50,40,N/A,2020-09-01 00:00:00,N/A
NORTH RURAL,Traditional Trade,Vinalac,Yogurt Drinks,Probee,100000,9536,7,80,85,5.0,25,35,50,40,39733.33,November 2022,100000 liters
NULL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,unknown,70,75,6.0,20,30,50,40,26731.25,July 2023,70.0 kiloliters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,2025-01-01 00:00:00,70.0 kiloliters
null,Modern Trade,Sentry Pepso,,Pepso Zero,120000,8602,unknown,90,95,4.0,30,40,55,45,43010.0,2024-03-01 00:00:00,120000 liters
CENTRAL URBAN,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,4,75,80,6.0,20,30,45,35,26996.67,2022-09-01 00:00:00,80.0 kiloliters
CENTRAL URBAN,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,2024-07-01 00:00:00,80.0 kiloliters
south rural,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,unknown,70,75,6.0,20,30,50,40,26731.25,2024-07-01 00:00:00,70000 liters
CENTRAL RURAL,Traditional Trade,Sentry Pepso,ENERGY DRINKS,Boostade,50000,9919,6,65,70,7.0,15,25,40,30,20664.58,NULL,50000 liters
CENTRAL RURAL,Traditional Trade,Sentry Pepso,NULL,Boostade,50000,9919,N/A,65,70,7.0,15,25,40,30,20664.58,2024-01-01 00:00:00,50.0 kiloliters
CENTRAL URBAN,Modern Trade,Tran Hip Pat,Juices,THP Fresh,80000,8438,unknown,75,80,6.0,20,30,45,35,N/A,2020-11-01 00:00:00,80000 liters
north rural,Traditional Trade,Vinalac,N/A,Probee,NULL,9536,unknown,80,85,5.0,25,35,50,40,39733.33,N/A,NULL
south rural,Traditional Trade,Vinalac,Milk Tea,Vinalac Prime Tea,70000,9655,3,70,75,6.0,20,30,50,40,28160.42,2021-04-01 00:00:00,70000 liters
,Modern Trade,Tran Hip Pat,JUICES,THP Fresh,80000,,4,75,80,6.0,20,30,45,35,28126.67,January 2021,80.0 kiloliters
NORTH RURAL,Traditional Trade,Tran Hip Pat,ENERGY DRINKS,Numba One,100000,9520,unknown,80,85,5.0,25,35,50,40,39666.67,2023-12-01 00:00:00,100000 liters
south rural,Traditional Trade,URZ,Water,Great Elite,70000,9991,unknown,70,75,6.0,20,30,50,40,29140.42,2023-08-01 00:00:00,70000 liters
NORTH RURAL,Traditional Trade,Tran Hip Pat,,Numba One,100000,9520,unknown,80,85,5.0,25,35,50,40,39666.67,2022-12-01 00:00:00,100000 liters
NORTH RURAL,Traditional Trade,Cora Cale,Water,Flavored Aqua,100000,8815,NULL,80,85,5.0,25,35,50,40,36729.17,2020-11-01 00:00:00,100.0 kiloliters
south urban,Modern Trade,Tran Hip Pat,ENERGY DRINKS,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,2021-04-01 00:00:00,150000 liters
north urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Zero,NULL,,unknown,90,95,4.0,30,40,55,45,43010.0,2024-08-01 00:00:00,NULL liters
south rural,Traditional Trade,Cora Cale,Juices,Nectar Bliss,70000,8821,3,70,75,6.0,20,30,50,40,N/A,2020-06-01 00:00:00,70.0 kiloliters
NORTH RURAL,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,7,80,85,5.0,25,35,50,40,36304.17,,100000 liters
north urban,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Zero,120000,8602,5,90,95,4.0,30,40,55,45,43010.0,August 2023,120.0 kiloliters
south rural,Traditional Trade,URZ,Water,Great Elite,70000,9991,3,70,75,6.0,20,30,50,40,29140.42,January 2021,70.0 kiloliters
CENTRAL URBAN,Modern Trade,Sentry Pepso,Juices,Tropicola,80000,8099,unknown,75,80,6.0,20,30,45,35,26996.67,2021-03-01 00:00:00,80000 liters
north urban,Modern Trade,URZ,Snack Drinks,CeeTwo,120000,9010,unknown,90,95,4.0,30,40,55,45,45050.0,2024-09-01 00:00:00,120.0 kiloliters
SOUTH URBAN,Modern Trade,Vinalac,Yogurt Drinks,Probee Light,150000,9729,,95,98,3.0,35,45,60,50,60806.25,2020-10-01 00:00:00,150.0 kiloliters
south urban,Modern Trade,URZ,N/A,URZ Prime,150000,9958,8,95,98,3.0,35,45,60,50,62237.5,2022-07-01 00:00:00,150000 liters
NORTH RURAL,Traditional Trade,Vinalac,YOGURT DRINKS,Probee,100000,9536,7,80,85,5.0,25,35,50,40,39733.33,2023-06-01 00:00:00,100000 liters
south urban,Modern Trade,URZ,Juices,URZ Prime,150000,NULL,unknown,95,98,3.0,35,45,60,50,62237.5,NULL,150.0 kiloliters
CENTRAL RURAL,Traditional Trade,Cora Cale,Energy Drinks,Energy Boost,NULL,9715,unknown,65,70,7.0,15,25,40,30,20239.58,October 2024,NULL
null,Traditional Trade,Vinalac,Milk,Vinalac Sweet,50000,9362,6,65,70,7.0,15,25,40,30,19504.17,N/A,50000 liters
south urban,Modern Trade,Cora Cale,Carbonated Soft Drinks,Classic Soda,150000,9339,8,95,98,3.0,35,45,60,50,58368.75,2020-05-01 00:00:00,150.0 kiloliters
nan,Modern Trade,Cora Cale,Juices,Pure Juice,80000,8048,4,75,80,6.0,20,30,45,35,26826.67,2021-07-01 00:00:00,80000 liters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,Herbal Tea,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,2022-06-01 00:00:00,50000 liters
null,Traditional Trade,Vinalac,MILK TEA,Vinalac Prime Tea,70000,9655,unknown,70,75,6.0,20,30,50,40,28160.42,2020-10-01 00:00:00,70.0 kiloliters
CENTRAL RURAL,Traditional Trade,Sentry Pepso,ENERGY DRINKS,Boostade,50000,9919,6,65,70,7.0,15,25,40,30,20664.58,2021-11-01 00:00:00,50.0 kiloliters
SOUTH RURAL,Traditional Trade,Cora Cale,Juices,Nectar Bliss,70000,8821,unknown,70,75,6.0,20,30,50,40,25727.92,2024-10-01 00:00:00,70.0 kiloliters
central rural,Traditional Trade,Vinalac,Milk,Vinalac Sweet,50000,9362,6,65,70,7.0,15,25,40,30,19504.17,January 2023,50000 liters
SOUTH URBAN,Modern Trade,Tran Hip Pat,ENERGY DRINKS,Numba One Power,150000,8504,8,95,98,3.0,35,45,60,50,53150.0,2021-09-01 00:00:00,150.0 kiloliters
SOUTH URBAN,Modern Trade,Sentry Pepso,CARBONATED SOFT DRINKS,Pepso Classic,150000,8864,8,95,98,3.0,35,45,60,50,55400.0,April 2024,150000 liters
CENTRAL RURAL,Traditional Trade,URZ,SNACK DRINKS,CeeTwo Light,50000,9048,6,65,70,7.0,15,25,40,30,18850.0,2023-05-01 00:00:00,50000 liters
NORTH URBAN,Modern Trade,URZ,Snack Drinks,CeeTwo,120000,9010,5,90,95,4.0,30,40,55,45,45050.0,October 2022,120000 liters
N/A,Traditional Trade,Sentry Pepso,WATER,Aquavena,100000,8570,7,80,85,5.0,25,35,50,40,35708.33,2021-11-01 00:00:00,100000 liters
,Traditional Trade,Tran Hip Pat,JUICES,THP Prime,70000,8031,,70,75,6.0,20,30,50,40,23423.75,2023-10-01 00:00:00,70000 liters
SOUTH RURAL,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,unknown,70,75,6.0,20,30,50,40,N/A,2020-10-01 00:00:00,70000 liters
SOUTH URBAN,Modern Trade,Vinalac,YOGURT DRINKS,Probee Light,N/A,9729,8,95,98,3.0,35,45,60,50,60806.25,2021-02-01 00:00:00,N/A liters
north rural,Traditional Trade,Tran Hip Pat,ENERGY DRINKS,Numba One,100000,9520,7,80,85,5.0,25,35,50,40,N/A,September 2022,100.0 kiloliters
CENTRAL RURAL,Traditional Trade,Tran Hip Pat,HERBAL TEA,Dr Tien Light,50000,8951,6,65,70,7.0,15,25,40,30,18647.92,2024-11-01 00:00:00,50000 liters
SOUTH RURAL,Traditional Trade,Cora Cale,Juices,Nectar Bliss,70000,8821,3,70,75,6.0,20,30,50,40,25727.92,May 2023,70000 liters
south rural,Traditional Trade,Sentry Pepso,Juices,Tropicola Bliss,70000,9165,,70,75,6.0,20,30,50,40,26731.25,2022-05-01 00:00:00,70.0 kiloliters
south rural,Traditional Trade,URZ,WATER,Great Elite,70000,9991,3,70,75,6.0,20,30,50,40,29140.42,2025-01-01 00:00:00,70000 liters
NORTH RURAL,Traditional Trade,Tran Hip Pat,ENERGY DRINKS,Numba One,,9520,unknown,80,85,5.0,25,35,50,40,39666.67,September 2023, liters
north urban,Modern Trade,Cora Cale,CARBONATED SOFT DRINKS,Lite Soda,120000,8115,5,90,95,4.0,30,40,55,45,40575.0,2023-02-01 00:00:00,120.0 kiloliters
SOUTH RURAL,Traditional Trade,Tran Hip Pat,Juices,THP Prime,70000,8031,unknown,70,75,6.0,20,30,50,40,23423.75,2021-03-01 00:00:00,70000 liters
central urban,Modern Trade,Cora Cale,JUICES,Pure Juice,80000,8048,4,75,80,6.0,20,30,45,35,26826.67,2024-10-01 00:00:00,80.0 kiloliters
south urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Classic,150000,8864,8,95,98,3.0,35,45,60,50,55400.0,2022-12-01 00:00:00,150.0 kiloliters
south urban,Traditional Trade,Small Co H,Milk Tea,Aqua Zest,28162,9140,unknown,19,38,10.0,2,5,28,15,2651.33,2023-05-01 00:00:00,28.162 kiloliters
CENTRAL URBAN,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,NULL,4,75,80,6.0,20,30,45,35,28256.67,March 2020,80.0 kiloliters
north urban,Modern Trade,Sentry Pepso,Carbonated Soft Drinks,Pepso Zero,N/A,8602,5,90,95,4.0,30,40,55,45,43010.0,2023-02-01 00:00:00,N/A
south urban,Modern Trade,Cora Cale,Carbonated Soft Drinks,Classic Soda,150000,9339,8,95,98,3.0,35,45,60,50,58368.75,February 2024,150000 liters
north rural,Traditional Trade,URZ,Juices,URZ Fresh,100000,8713,7,80,85,76.88749886677354,25,35,50,40,36304.17,2022-01-01 00:00:00,100.0 kiloliters
south rural,Traditional Trade,Sentry Pepso,JUICES,Tropicola Bliss,70000,9165,3,70,75,6.0,20,30,50,40,26731.25,May 2023,70000 liters
north rural,Traditional Trade,URZ,JUICES,URZ Fresh,100000,8713,N/A,80,85,73.87400043858383,25,35,50,40,36304.17,October 2021,100.0 kiloliters
CENTRAL URBAN,Modern Trade,Tran Hip Pat,Juices,THP Fresh,80000,8438,4,75,80,6.0,20,30,45,35,28126.67,2022-11-01 00:00:00,80.0 kiloliters
SOUTH URBAN,Modern Trade,Small Co F,MILK TEA,Tea Tonic,24459,9934,3,12,16,18.0,5,10,20,15,3651.16,NULL,24459 liters
central urban,Modern Trade,Tran Hip Pat,JUICES,THP Fresh,80000,8438,4,75,80,6.0,20,30,45,35,28126.67,June 2023,80.0 kiloliters
CENTRAL URBAN,Modern Trade,Vinalac,MILK TEA,Vinalac Tea,80000,8477,4,75,80,6.0,20,30,45,35,28256.67,2021-06-01 00:00:00,80.0 kiloliters
SOUTH URBAN,Modern Trade,URZ,Juices,URZ Prime,150000,,8,95,98,3.0,35,45,60,50,62237.5,2023-10-01 00:00:00,150000 liters
